batch	compound	rt_mean	rt_shift	rt_stdev	sample
2	PGE3	4.01711009174312	0.0298899082568802	0.0427536741868227	pr01_example_aac_201
2	PGE1	5.07690265486726	0.0010973451327434	0.0476673676566823	pr01_example_aac_048
2	PGE2	4.78757657657658	0.0224234234234233	0.0342524185077225	pr01_example_aac_048
2	PGE3	4.01711009174312	0.0268899082568801	0.0427536741868227	pr01_example_aac_048
2	PGE1	5.07690265486726	-0.00490265486725683	0.0476673676566823	pr01_example_aac_191
2	PGE2	4.78757657657658	0.0194234234234232	0.0342524185077225	pr01_example_aac_191
2	PGE3	4.01711009174312	0.018889908256881	0.0427536741868227	pr01_example_aac_191
2	PGE1	5.07690265486726	0.0400973451327431	0.0476673676566823	pr01_example_aac_039
2	PGE2	4.78757657657658	0.00542342342342383	0.0342524185077225	pr01_example_aac_039
2	PGE3	4.01711009174312	0.0038899082568804	0.0427536741868227	pr01_example_aac_039
2	PGE1	5.07690265486726	-0.00590265486725627	0.0476673676566823	pr01_example_aac_184
2	PGE2	4.78757657657658	0.0164234234234231	0.0342524185077225	pr01_example_aac_184
2	PGE3	4.01711009174312	0.018889908256881	0.0427536741868227	pr01_example_aac_184
2	PGE1	5.07690265486726	0.00609734513274329	0.0476673676566823	pr01_example_aac_004
2	PGE2	4.78757657657658	0.0044234234234235	0.0342524185077225	pr01_example_aac_004
2	PGE3	4.01711009174312	0.00788990825688085	0.0427536741868227	pr01_example_aac_004
2	PGE1	5.07690265486726	9.73451327430652e-05	0.0476673676566823	pr01_example_aac_0002
2	PGE2	4.78757657657658	0.00542342342342383	0.0342524185077225	pr01_example_aac_0002
2	PGE3	4.01711009174312	0.00688990825688052	0.0427536741868227	pr01_example_aac_0002
2	PGE1	5.07690265486726	0.0230973451327428	0.0476673676566823	pr01_example_aac_037
2	PGE2	4.78757657657658	-0.000576576576576393	0.0342524185077225	pr01_example_aac_037
2	PGE3	4.01711009174312	-0.00111009174311949	0.0427536741868227	pr01_example_aac_037
2	PGE1	5.07690265486726	-0.0899026548672568	0.0476673676566823	pr01_example_aac_181
2	PGE2	4.78757657657658	-0.00957657657657585	0.0342524185077225	pr01_example_aac_181
2	PGE3	4.01711009174312	-0.0121100917431196	0.0427536741868227	pr01_example_aac_181
2	PGE1	5.07690265486726	-0.0209026548672568	0.0476673676566823	pr01_example_aac_005
2	PGE2	4.78757657657658	-0.00557657657657629	0.0342524185077225	pr01_example_aac_005
2	PGE3	4.01711009174312	0.00088990825688029	0.0427536741868227	pr01_example_aac_005
2	PGE1	5.07690265486726	0.021097345132743	0.0476673676566823	pr01_example_aac_129
2	PGE2	4.78757657657658	-0.00457657657657595	0.0342524185077225	pr01_example_aac_129
2	PGE3	4.01711009174312	-0.00711009174311972	0.0427536741868227	pr01_example_aac_129
2	PGE1	5.07690265486726	0.0400973451327431	0.0476673676566823	pr01_example_aac_186
2	PGE2	4.78757657657658	0.000423423423423941	0.0342524185077225	pr01_example_aac_186
2	PGE3	4.01711009174312	-0.00611009174311938	0.0427536741868227	pr01_example_aac_186
2	PGE1	5.07690265486726	0.0260973451327429	0.0476673676566823	pr01_example_aac_089
2	PGE2	4.78757657657658	-0.00357657657657651	0.0342524185077225	pr01_example_aac_089
2	PGE3	4.01711009174312	-0.00511009174311994	0.0427536741868227	pr01_example_aac_089
2	PGE1	5.07690265486726	0.0160973451327431	0.0476673676566823	pr01_example_aac_123
2	PGE2	4.78757657657658	-0.0175765765765767	0.0342524185077225	pr01_example_aac_123
2	PGE3	4.01711009174312	-0.0131100917431199	0.0427536741868227	pr01_example_aac_123
2	PGE1	5.07690265486726	0.00909734513274341	0.0476673676566823	pr01_example_aac_133
2	PGE2	4.78757657657658	-0.0145765765765766	0.0342524185077225	pr01_example_aac_133
2	PGE3	4.01711009174312	-0.0131100917431199	0.0427536741868227	pr01_example_aac_133
2	PGE1	5.07690265486726	0.0350973451327432	0.0476673676566823	pr01_example_aac_014
2	PGE2	4.78757657657658	-0.00757657657657607	0.0342524185077225	pr01_example_aac_014
2	PGE3	4.01711009174312	-0.0101100917431198	0.0427536741868227	pr01_example_aac_014
2	PGE1	5.07690265486726	0.0160973451327431	0.0476673676566823	pr01_example_aac_109
2	PGE2	4.78757657657658	-0.0145765765765766	0.0342524185077225	pr01_example_aac_109
2	PGE3	4.01711009174312	-0.0161100917431192	0.0427536741868227	pr01_example_aac_109
2	PGE1	5.07690265486726	0.0270973451327432	0.0476673676566823	pr01_example_aac_0002
