compound	batch	rsdqc_nc	rsdqc_is_corrected	rsdqc_inter_median_qc_corrected
PGE1	1	43.7915995101383	35.5862211856954	35.5862211856954
PGE1	2	36.7782264388503	43.9468816704241	43.946881670424
PGE1	3	39.0057023784297	225.514424968472	225.514424968472
PGE2	1	12.0382559572077	9.74724907577041	9.74724907577041
PGE2	2	8.12137976841351	15.50750759134	15.50750759134
PGE2	3	32.2752024210556	220.946991989074	220.946991989074
PGE3	1	19.1651547125787	18.011424552804	18.011424552804
PGE3	2	11.3772555769268	23.9189912499446	23.9189912499446
PGE3	3	64.2018959548931	354.672820382386	354.672820382386
