compound	batch	rsdrep_nc	rsdrep_is_corrected	rsdrep_inter_median_qc_corrected
PGE1	1	20.929732967108	17.3139776450131	17.3139776450131
PGE1	2	22.6821882563036	22.2998160309298	22.2998160309298
PGE1	3	31.8851861817206	30.5720907004057	30.5720907004057
PGE2	1	9.50436448263601	9.55053581929916	9.55053581929916
PGE2	2	10.3754508444871	15.0983098008954	15.0983098008954
PGE2	3	8.45454999608258	12.1839567622349	12.1839567622349
PGE3	1	15.5869874610562	13.7915820043679	13.7915820043679
PGE3	2	11.4024278697264	20.7629225187194	20.7629225187194
PGE3	3	12.6233250064027	11.6330764929132	11.6330764929132
